Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene description
WBGene00015250	B0546.3	IV	3379020	3382841	-1	
WBGene00015251	B0546.4	IV	3382949	3384147	-1	Protein yippee-like B0546.4  [Source:UniProtKB/Swiss-Prot;Acc:O44440]
WBGene00015252	B0546.5	IV	3388050	3390087	-1	
WBGene00015253	B0547.2	IV	5645831	5646233	1	
WBGene00015254	B0554.1	V	438401	438674	1	
WBGene00015255	B0554.2	V	434198	436726	1	
WBGene00015257	B0554.4	V	429144	433574	1	
WBGene00015258	B0554.5	V	424440	426560	1	
WBGene00015259	dod-20	V	422498	424064	1	Downstream Of DAF-16 (Regulated by DAF-16)  [Source:UniProtKB/TrEMBL;Acc:P91002]
WBGene00015260	B0554.7	V	437576	441023	-1	
WBGene00015261	B0563.1	X	9171562	9172204	1	
WBGene00015262	B0563.5	X	9146174	9147526	1	
WBGene00015263	B0563.6	X	9137927	9145656	1	Probable G-protein coupled receptor B0563.6  [Source:UniProtKB/Swiss-Prot;Acc:Q11082]
WBGene00015264	B0563.7	X	9152493	9154184	-1	Uncharacterized calcium-binding protein B0563.7  [Source:UniProtKB/Swiss-Prot;Acc:Q11083]
WBGene00015265	B0563.8	X	9173685	9174490	-1	
WBGene00015266	BE0003N10.1	III	1037492	1046261	1	
WBGene00015267	chin-1	III	1031324	1037212	-1	CHImaeriN (Rac-GTPase-activating protein) homolog  [Source:UniProtKB/TrEMBL;Acc:Q965N4]
WBGene00015268	BE0003N10.3	III	1045809	1053246	-1	
WBGene00015269	C01B4.2	V	2516553	2517308	1	
WBGene00015270	C01B4.6	V	2501051	2502426	1	Aldose 1-epimerase  [Source:UniProtKB/TrEMBL;Acc:G5ECR6]
WBGene00015271	C01B4.7	V	2494235	2499001	1	
WBGene00015272	C01B4.8	V	2490512	2492701	1	
WBGene00015273	mct-2	V	2483004	2494791	-1	MonoCarboxylate Transporter family  [Source:UniProtKB/TrEMBL;Acc:A0A0M7RE14]
WBGene00015275	C01B7.3	V	8783422	8784165	-1	
WBGene00015276	C01B7.5	V	8800151	8800996	-1	
WBGene00015277	C01B7.7	V	8821866	8822558	-1	
WBGene00015278	C01B10.3	IV	6619468	6621352	-1	
WBGene00015279	C01B10.4	IV	6628366	6631745	-1	
WBGene00015280	C01B10.6	IV	6640161	6645352	1	
WBGene00015281	C01B10.7	IV	6638556	6639271	1	
WBGene00015282	C01B10.8	IV	6635039	6638155	1	
WBGene00015283	C01B10.9	IV	6632222	6634986	1	
WBGene00015284	C01B10.10	IV	6624528	6627992	-1	
WBGene00015285	gmeb-1	II	19538	22169	1	GMEB (Glucocorticoid Modulatory Element Binding protein) transcriptional regulator homolog  [Source:UniProtKB/TrEMBL;Acc:O17208]
WBGene00015286	best-3	II	12985	16001	1	Bestrophin homolog  [Source:UniProtKB/TrEMBL;Acc:O17206]
WBGene00015287	osta-1	II	6664	9486	1	Organic solute transporter alpha-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:O17204]
WBGene00015288	best-4	II	9485	11846	-1	Bestrophin homolog  [Source:UniProtKB/TrEMBL;Acc:O17205]
WBGene00015291	C01B12.8	II	24666	25446	1	
WBGene00015292	C01C4.2	X	3716314	3718566	1	
WBGene00015293	C01C4.3	X	3706551	3713382	1	Putative serine/threonine-protein kinase C01C4.3  [Source:UniProtKB/Swiss-Prot;Acc:Q11090]
WBGene00015294	C01C10.2	X	7435602	7438000	-1	
WBGene00015295	acl-12	X	7439396	7442577	-1	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-12  [Source:UniProtKB/Swiss-Prot;Acc:Q11087]
WBGene00015296	C01F1.1	II	4301607	4305287	1	
WBGene00015297	sco-1	II	4299653	4300919	1	SCO (Yeast Suppressor of Cytochrome Oxidase deficiency) homolog  [Source:UniProtKB/TrEMBL;Acc:Q17557]
WBGene00015298	C01F1.3	II	4295101	4299006	1	
WBGene00015299	C01F1.4	II	4276209	4279268	1	
WBGene00015300	C01F1.5	II	4279424	4281967	-1	
WBGene00015301	C01F1.6	II	4282321	4288211	-1	
WBGene00015303	rga-6	I	4850682	4867825	-1	Rho GTPase Activating protein  [Source:UniProtKB/TrEMBL;Acc:O01443]
WBGene00015305	C01G5.3	IV	6536179	6537671	1	
WBGene00015306	C01G5.4	IV	6531750	6535677	1	
WBGene00015307	C01G5.5	IV	6524610	6526524	1	
WBGene00015308	ddi-1	IV	6522874	6524568	1	Dna (DNA) Damage Inducible homolog  [Source:UniProtKB/TrEMBL;Acc:Q17569]
WBGene00015309	C01G5.7	IV	6518174	6519502	1	
WBGene00015310	fan-1	IV	6548818	6552511	1	Fanconi-associated nuclease 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P90740]
WBGene00015311	C01G5.9	IV	6519926	6522242	1	
WBGene00015312	C01G8.1	I	5272846	5274339	-1	
WBGene00015313	hpo-32	I	5298755	5300331	-1	
WBGene00015315	srbc-29	V	3469445	3470882	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q5F4V7]
WBGene00015316	srbc-30	V	3478031	3480446	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q5F4V6]
WBGene00015317	srbc-32	V	3485549	3486957	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q5F4V5]
WBGene00015318	srbc-36	V	3489228	3490535	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q5F4V0]
WBGene00015320	C02B8.1	X	8147710	8148588	1	
WBGene00015321	fbxc-38	X	8143806	8145027	1	F-box C protein 38  [Source:UniProtKB/Swiss-Prot;Acc:Q11092]
WBGene00015322	C02B8.3	X	8139446	8140243	1	
WBGene00015323	frpr-1	X	8124072	8129643	-1	Probable G-protein coupled receptor frpr-1  [Source:UniProtKB/Swiss-Prot;Acc:Q11095]
WBGene00015324	C02B8.6	X	8133155	8136326	-1	Uncharacterized RING finger protein C02B8.6  [Source:UniProtKB/Swiss-Prot;Acc:Q11096]
WBGene00015325	C02B8.7	X	8137721	8137879	-1	
WBGene00015326	ivd-1	IV	5086839	5088883	-1	IsoValeryl-CoA Dehydrogenase; Isovaleryl-CoA dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:G5EEH6]
WBGene00015327	snpn-1	IV	5090243	5091043	-1	SNAPIN protein homolog  [Source:UniProtKB/Swiss-Prot;Acc:O44445]
WBGene00015328	C02B10.3	IV	5092823	5103279	-1	EGF-like domain-containing protein C02B10.3  [Source:UniProtKB/Swiss-Prot;Acc:O44443]
WBGene00015329	C02B10.4	IV	5091586	5092807	1	
WBGene00015330	C02B10.5	IV	5083303	5086887	1	
WBGene00015331	C02B10.6	IV	5070854	5072263	1	Protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:O44448]
WBGene00015332	tyr-1	III	7873781	7877194	1	Putative tyrosinase-like protein tyr-1  [Source:UniProtKB/Swiss-Prot;Acc:P34269]
WBGene00015333	slc-17.3	III	7862583	7865306	-1	Uncharacterized transporter slc-17.3  [Source:UniProtKB/Swiss-Prot;Acc:P34272]
WBGene00015334	sup-18	III	7877176	7878839	-1	Iodotyrosine dehalogenase 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P34273]
WBGene00015335	acdh-6	III	8561136	8563026	1	Probable acyl-CoA dehydrogenase 6  [Source:UniProtKB/Swiss-Prot;Acc:P34275]
WBGene00015336	C02D5.2	III	8557335	8559194	1	GILT-like protein C02D5.2  [Source:UniProtKB/Swiss-Prot;Acc:P34276]
WBGene00015337	gsto-2	III	8554772	8555821	1	Probable glutathione transferase omega-2  [Source:UniProtKB/Swiss-Prot;Acc:P34277]
WBGene00015338	catp-2	V	4934706	4939085	1	Cation transporting ATPase  [Source:UniProtKB/TrEMBL;Acc:A0A131MBN3]
WBGene00015339	C02E7.6	V	4919207	4919586	1	
WBGene00015340	C02E7.7	V	4918154	4918585	-1	
WBGene00015341	C02E7.8	V	4920342	4920790	-1	
WBGene00015342	C02E7.10	V	4930817	4933027	-1	
WBGene00015344	nra-4	V	1042692	1048580	-1	Nicotinic Receptor Associated  [Source:UniProtKB/TrEMBL;Acc:Q9UAN9]
WBGene00015345	C02F5.2	III	8249619	8250193	1	
WBGene00015346	C02F5.3	III	8245891	8247258	1	Uncharacterized GTP-binding protein C02F5.3  [Source:UniProtKB/Swiss-Prot;Acc:P34280]
WBGene00015347	cids-1	III	8244445	8245794	1	CID domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P34281]
WBGene00015348	C02F5.5	III	8236126	8236908	1	
WBGene00015349	henn-1	III	8232651	8234591	1	HEN1 (RNA 3'end methyltransferase) of Nematode  [Source:RefSeq peptide;Acc:NP_001309472]
WBGene00015350	fbxl-1	III	8227362	8232660	1	Uncharacterized F-box/LRR-repeat protein C02F5.7  [Source:UniProtKB/Swiss-Prot;Acc:P34284]
WBGene00015351	C02F5.10	III	8248685	8249512	-1	
WBGene00015352	C02F5.12	III	8240872	8243029	-1	Putative zinc finger protein C02F5.12  [Source:UniProtKB/Swiss-Prot;Acc:Q95QY7]
WBGene00015353	C02F5.13	III	8247351	8248814	1	TM2 domain-containing protein C02F5.13  [Source:UniProtKB/Swiss-Prot;Acc:P61228]
WBGene00015354	snet-1	X	3668100	3668942	-1	
WBGene00015355	C02F12.5	X	3670374	3672098	-1	BPTI/Kunitz inhibitor domain-containing protein C02F12.5  [Source:UniProtKB/Swiss-Prot;Acc:Q11101]
WBGene00015356	tag-278	X	3684212	3689205	-1	Putative protein tag-278  [Source:UniProtKB/Swiss-Prot;Acc:Q11102]
WBGene00015357	C02F12.8	X	3690143	3693238	-1	
WBGene00015358	C02F12.9	X	3696903	3700807	1	
WBGene00015359	C02G6.1	V	5876370	5879942	1	
WBGene00015360	C02G6.2	V	5872084	5874914	1	
WBGene00015361	C02H6.1	V	7388390	7389871	-1	
WBGene00015362	fbxa-105	V	7390529	7392111	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17054]
WBGene00015364	npr-19	X	731160	735672	-1	NeuroPeptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q17594]
WBGene00015366	C03A7.2	V	5181912	5183717	1	
WBGene00015367	srt-64	V	5168275	5169686	-1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:O16504]
WBGene00015368	srt-65	V	5170914	5172933	-1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:O16505]
WBGene00015369	ugt-51	V	5175026	5177271	-1	UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:O16506]
WBGene00015370	C03A7.12	V	5178338	5181456	-1	
WBGene00015371	C03A7.13	V	5191130	5192531	-1	
WBGene00015372	C03B1.1	X	6374751	6375592	1	
WBGene00015373	C03B1.2	X	6367614	6373157	1	
WBGene00015374	C03B1.3	X	6366013	6366831	1	
WBGene00015375	C03B1.4	X	6364496	6365717	1	
WBGene00015376	C03B1.5	X	6355585	6357689	1	Putative tyrosine-protein kinase C03B1.5  [Source:UniProtKB/Swiss-Prot;Acc:Q11112]
WBGene00015377	C03B1.6	X	6350187	6351876	1	
WBGene00015378	C03B1.7	X	6341835	6345842	1	
WBGene00015379	C03B1.9	X	6346359	6347113	-1	
WBGene00015380	C03B1.10	X	6357747	6357872	-1	
WBGene00015381	C03B1.13	X	6335279	6338035	-1	
WBGene00015382	C03B1.14	X	6359383	6360758	-1	
WBGene00015385	C03B8.2	III	7716166	7716446	1	
WBGene00015386	C03B8.3	III	7712309	7717314	1	
WBGene00015387	kcnl-3	X	5386248	5394330	1	Small conductance calcium-activated potassium channel-like protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q11122]
WBGene00015388	C03F11.2	X	5394508	5397400	-1	
WBGene00015389	scav-1	X	5397676	5400626	-1	SCAVenger receptor (CD36 family) related  [Source:RefSeq peptide;Acc:NP_508919]
WBGene00015390	C03F11.4	X	5401437	5406443	-1	
WBGene00015391	sdha-1	X	8542867	8546021	-1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q09508]
WBGene00015392	nspc-7	X	8541862	8542284	1	Nematode Specific Peptide family, group C  [Source:UniProtKB/TrEMBL;Acc:Q8WQG6]
WBGene00015393	C03G6.5	V	7365251	7366204	1	UPF0376 protein C03G6.5  [Source:UniProtKB/Swiss-Prot;Acc:O01454]
WBGene00015394	C03G6.6	V	7357451	7358882	1	
WBGene00015395	nhr-147	V	7346301	7348135	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O01448]
WBGene00015396	nhr-148	V	7342156	7343838	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O01446]
WBGene00015397	nhr-149	V	7348211	7349664	-1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:A0A131MB07]
WBGene00015398	tag-293	V	7354445	7355510	-1	
WBGene00015399	cyp-35A1	V	7359997	7361773	-1	CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:O02627]
WBGene00015400	cyp-35A2	V	7362319	7364204	-1	CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:O02628]
WBGene00015401	srsx-24	V	7377897	7379484	-1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:O01459]
WBGene00015402	C03G6.17	V	7379745	7381069	-1	
WBGene00015403	clec-10	II	402580	404235	1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O16660]
WBGene00015404	nstp-4	II	388833	392732	1	Nucleotide Sugar TransPorter family  [Source:UniProtKB/TrEMBL;Acc:O16658]
WBGene00015405	C03H5.3	II	386134	387949	1	
WBGene00015406	C03H5.4	II	375250	375835	1	Phospholipase A(2)  [Source:UniProtKB/TrEMBL;Acc:O16654]
WBGene00015407	C03H5.5	II	382309	385358	-1	
WBGene00015408	C03H5.6	II	396644	399421	-1	
WBGene00015409	C03H5.7	II	380573	382257	1	
WBGene00015410	tbc-6	II	6848060	6851531	1	Growth hormone-regulated TBC protein 6  [Source:UniProtKB/Swiss-Prot;Acc:Q09445]
WBGene00015411	srz-60	IV	3428900	3430327	1	Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:O44454]
WBGene00015412	lgc-9	IV	3415683	3419234	1	Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:O44452]
WBGene00015413	pdhb-1	IV	3399672	3403904	1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:O44451]
WBGene00015414	C04C3.4	IV	3394366	3394527	1	
WBGene00015416	C04C3.6	IV	3419813	3422607	-1	
WBGene00015417	C04C3.7	IV	3432872	3433487	-1	
WBGene00015418	pac-1	III	8493878	8518879	1	GTPase-activating protein pac-1  [Source:UniProtKB/Swiss-Prot;Acc:P34288]
WBGene00015419	srsx-18	V	5922545	5924297	1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:O01473]
WBGene00015420	C04E6.3	V	5920121	5920395	1	
WBGene00015421	C04E6.4	V	5907408	5909620	1	
WBGene00015422	C04E6.5	V	5902133	5904831	1	
WBGene00015423	C04E6.7	V	5893312	5895208	1	
WBGene00015424	C04E6.8	V	5882665	5883835	-1	
WBGene00015425	C04E6.11	V	5914097	5917891	-1	
WBGene00015426	C04E6.12	V	5918062	5919835	-1	
WBGene00015427	C04E6.13	V	5912726	5913757	1	
WBGene00015428	C04E7.1	X	358092	360198	1	
WBGene00015429	sor-3	X	353619	357939	1	Sop-2-related protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q11193]
WBGene00015430	C04E7.3	X	344127	346289	-1	
WBGene00015431	C04E7.4	X	334580	341232	-1	
WBGene00015432	srbc-4	V	3383924	3385145	1	
WBGene00015433	C04E12.2	V	3369081	3369920	1	
WBGene00015434	C04E12.4	V	3362775	3368340	1	
WBGene00015435	C04E12.5	V	3358567	3361093	1	
WBGene00015436	C04E12.6	V	3354667	3355513	-1	
WBGene00015437	scrm-3	V	3355848	3357193	-1	Phospholipid scramblase  [Source:UniProtKB/TrEMBL;Acc:G5EG07]
WBGene00015438	srbc-2	V	3374362	3377073	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O76681]
WBGene00015439	C04E12.10	V	3377536	3382850	-1	
WBGene00015440	arrd-20	V	3385695	3388156	-1	
WBGene00015441	arrd-21	V	3389330	3390952	-1	
WBGene00015442	C04F1.1	I	5726308	5729310	-1	
WBGene00015444	C04F5.2	V	5093715	5096277	-1	
WBGene00015446	srab-1	V	5100098	5102117	-1	Serpentine Receptor, class AB (Class A-like)  [Source:UniProtKB/TrEMBL;Acc:Q9GZD4]
WBGene00015447	srab-2	V	5103042	5105034	-1	Serpentine Receptor, class AB (Class A-like)  [Source:UniProtKB/TrEMBL;Acc:Q7KNQ6]
WBGene00015448	srab-3	V	5105764	5107916	-1	Serpentine Receptor, class AB (Class A-like)  [Source:UniProtKB/TrEMBL;Acc:Q9GZD2]
WBGene00015449	ugt-63	V	5108180	5110791	-1	UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q9GZD1]
WBGene00015450	C04F5.8	V	5111518	5113754	-1	
WBGene00015451	C04F5.9	V	5114749	5119209	-1	
WBGene00015453	C04G6.2	II	5093214	5094263	1	
WBGene00015454	C04G6.4	II	5081490	5083441	-1	
WBGene00015455	C04G6.5	II	5085785	5086121	1	UPF0057 membrane protein C04G6.5  [Source:UniProtKB/Swiss-Prot;Acc:Q17638]
WBGene00015456	C04G6.6	II	5098770	5100242	-1	
WBGene00015457	C04G6.7	II	5100412	5101801	-1	
WBGene00015458	C04G6.10	II	5101984	5102647	1	
WBGene00015459	C04G6.11	II	5103341	5103834	-1	
WBGene00015460	C05C8.1	V	7239771	7241366	1	
WBGene00015461	C05C8.2	V	7231190	7232749	1	KRR1 small subunit processome component  [Source:UniProtKB/TrEMBL;Acc:O16311]
WBGene00015462	C05C8.5	V	7232434	7234826	-1	
WBGene00015463	hpo-9	V	7234922	7237130	-1	
WBGene00015464	C05C8.7	V	7242907	7247321	-1	
WBGene00015465	C05C8.8	V	7252325	7255157	-1	
WBGene00015466	hyls-1	V	7237381	7239658	1	
WBGene00015467	basl-1	III	5614972	5617257	1	BAS-Like  [Source:UniProtKB/TrEMBL;Acc:O45138]
WBGene00015468	madf-11	III	5600393	5603656	-1	MADF domain transcription factor  [Source:UniProtKB/TrEMBL;Acc:O45133]
WBGene00015469	C05D2.8	III	5607509	5610346	-1	
WBGene00015470	C05D2.10	III	5597947	5600058	-1	
WBGene00015471	lmp-2	X	1125170	1128288	1	LAMP (Lysosome-associated membrane protein) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9GYK0]
WBGene00015472	C05D9.3	X	1111903	1116794	1	Uncharacterized integrin beta-like protein C05D9.3  [Source:UniProtKB/Swiss-Prot;Acc:Q9GYK2]
WBGene00015473	C05D9.4	X	1107969	1110110	1	
WBGene00015474	C05D9.7	X	1117192	1119405	-1	
WBGene00015476	C05D9.9	X	1122422	1124308	-1	
WBGene00015477	attf-4	III	6080563	6084748	1	AT hook-containing protein attf-4  [Source:UniProtKB/Swiss-Prot;Acc:Q11178]
WBGene00015478	mapk-15	III	6067857	6072076	1	Putative serine/threonine-protein kinase C05D10.2  [Source:UniProtKB/Swiss-Prot;Acc:Q11179]
WBGene00015479	wht-1	III	6084665	6087721	-1	ABC transporter ATP-binding protein/permease wht-1  [Source:UniProtKB/Swiss-Prot;Acc:Q11180]
WBGene00015480	C05D10.4	III	6088684	6102862	-1	
WBGene00015481	C05D11.1	III	6436608	6439959	1	
WBGene00015483	C05D11.5	III	6410033	6412014	-1	Putative hydroxypyruvate isomerase  [Source:UniProtKB/Swiss-Prot;Acc:Q11185]
WBGene00015484	atgl-1	III	6415774	6421885	-1	Patanin-like phospholipase domain-containing protein  [Source:UniProtKB/Swiss-Prot;Acc:Q11186]
WBGene00015485	C05D11.8	III	6422459	6427305	-1	UPF0518 protein C05D11.8  [Source:UniProtKB/Swiss-Prot;Acc:Q11187]
WBGene00015486	C05D11.9	III	6427529	6430934	-1	
WBGene00015487	mrps-17	III	6431153	6431792	-1	28S ribosomal protein S17, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q11189]
WBGene00015488	C05D11.13	III	6443044	6444079	-1	
WBGene00015489	C05E4.7	V	742120	743273	1	
WBGene00015491	C05E4.12	V	761626	761978	-1	
WBGene00015492	lnp-1	X	4588768	4590446	1	
WBGene00015493	C05E11.2	X	4586917	4587993	1	
WBGene00015494	C05E11.3	X	4578249	4581724	1	Lysosomal-associated transmembrane protein  [Source:UniProtKB/TrEMBL;Acc:G5EGG4]
WBGene00015495	C05E11.6	X	4562163	4562880	1	
WBGene00015496	C05E11.7	X	4581586	4585679	-1	
WBGene00015497	nhr-76	IV	627537	633954	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q65CM0]
WBGene00015499	inst-1	I	6011977	6022516	1	INtegrator complex SubuniT 1 homolog  [Source:UniProtKB/TrEMBL;Acc:O01483]
WBGene00015500	C06A5.2	I	6006264	6007295	1	
WBGene00015501	C06A5.3	I	5986443	5990581	1	
WBGene00015504	C06A5.6	I	5981778	5985869	-1	
WBGene00015505	C06A5.8	I	6008105	6009606	-1	
WBGene00015507	C06A6.2	IV	7846630	7854224	1	
WBGene00015508	mvb-12	IV	7830525	7832401	1	MVB (Yeast MultiVesicular Body sorting factor) related  [Source:UniProtKB/TrEMBL;Acc:Q17687]
WBGene00015509	C06A6.4	IV	7826334	7829301	-1	Aminoacylase  [Source:UniProtKB/TrEMBL;Acc:Q5WRS4]
WBGene00015510	erp-44.2	IV	7832344	7834675	-1	Thioredoxin domain-containing protein C06A6.5  [Source:UniProtKB/Swiss-Prot;Acc:Q17688]
WBGene00015511	C06A6.7	IV	7837350	7838548	-1	
WBGene00015512	mthf-1	II	7773880	7777827	-1	Probable methylenetetrahydrofolate reductase  [Source:UniProtKB/Swiss-Prot;Acc:Q17693]
WBGene00015513	snpc-1.1	II	7779297	7781301	-1	SNAPc (Small Nuclear RNA Activating Complex) homolog  [Source:UniProtKB/TrEMBL;Acc:Q17694]
WBGene00015514	C06A8.3	II	7790560	7791375	1	
WBGene00015515	spdl-1	II	7781566	7783354	1	Spindly-like protein spdl-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17695]
WBGene00015516	C06A8.6	II	7772499	7773914	1	
WBGene00015517	C06A8.8	II	7765545	7772017	-1	
WBGene00015518	C06E1.1	III	8605832	8606622	1	
WBGene00015519	doxa-1	III	8581102	8583928	1	Dual oxidase maturation factor 1  [Source:UniProtKB/Swiss-Prot;Acc:P34298]
WBGene00015520	fip-3	III	8589336	8589488	-1	Fungus-induced protein 3  [Source:UniProtKB/Swiss-Prot;Acc:P34300]
WBGene00015521	fipr-16	III	8590833	8590982	-1	Fungus-induced-related protein 16  [Source:UniProtKB/Swiss-Prot;Acc:P34301]
WBGene00015522	C06E1.7	III	8591239	8593720	-1	Putative glycosyltransferase C06E1.7  [Source:UniProtKB/Swiss-Prot;Acc:P34302]
WBGene00015523	ztf-30	III	8595339	8597870	-1	Zinc finger transcription factor family protein 30  [Source:UniProtKB/Swiss-Prot;Acc:P34303]
WBGene00015524	C06E1.9	III	8606504	8609783	-1	
WBGene00015525	rha-2	III	8609882	8614569	-1	Putative ATP-dependent RNA helicase rha-2  [Source:UniProtKB/Swiss-Prot;Acc:P34305]
WBGene00015526	C06E1.11	III	8614762	8616381	-1	
WBGene00015527	C06E2.1	X	8872933	8874848	-1	
WBGene00015528	C06E2.2	X	8879649	8880406	1	
WBGene00015529	C06E2.5	X	8857056	8857954	-1	
WBGene00015530	C06E4.1	IV	7283257	7283871	1	
WBGene00015531	C06E4.2	IV	7276961	7283086	1	
WBGene00015532	C06E4.3	IV	7260875	7262132	1	
WBGene00015533	C06E4.4	IV	7258653	7259622	1	
WBGene00015534	C06E4.5	IV	7254990	7255909	1	
WBGene00015535	C06E4.6	IV	7257217	7258248	-1	
WBGene00015536	glb-2	IV	7262237	7263237	-1	GLoBin related  [Source:UniProtKB/TrEMBL;Acc:Q17727]
WBGene00015537	C06E4.8	IV	7284219	7285873	-1	
WBGene00015538	sams-3	IV	5848657	5850845	1	Probable S-adenosylmethionine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:P50305]
WBGene00015539	C06E7.2	IV	5839387	5844004	1	
WBGene00015540	sams-4	IV	5843890	5846398	-1	Probable S-adenosylmethionine synthase 4  [Source:UniProtKB/Swiss-Prot;Acc:P50306]
WBGene00015541	C06E7.4	IV	5850826	5859976	-1	
WBGene00015544	C06E8.5	III	7002301	7005450	-1	
WBGene00015545	C06G1.1	X	16633363	16637633	1	
WBGene00015546	C06G1.2	X	16621807	16622739	1	
WBGene00015547	ain-1	X	16613451	16617675	1	ALG-1 INteracting protein  [Source:UniProtKB/TrEMBL;Acc:Q17740]
WBGene00015549	C06G3.3	IV	7036129	7036447	1	
WBGene00015550	C06G3.4	IV	7028173	7030967	1	
WBGene00015551	C06G3.5	IV	7024211	7028144	1	
WBGene00015552	C06G3.6	IV	7017626	7020210	1	
WBGene00015553	trxr-1	IV	7011960	7016542	1	Thioredoxin reductase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q17745]
WBGene00015554	C06G3.8	IV	7031298	7032559	-1	
WBGene00015555	ufl-1	IV	7032716	7036982	-1	E3 UFM1-protein ligase 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q17750]
WBGene00015557	C06G4.1	III	7987121	7990613	1	KH domain-containing protein C06G4.1  [Source:UniProtKB/Swiss-Prot;Acc:P34307]
WBGene00015558	C06G4.4	III	7977216	7977803	-1	
WBGene00015559	npr-17	III	7990789	7996438	-1	Probable G-protein coupled receptor C06G4.5  [Source:UniProtKB/Swiss-Prot;Acc:P34311]
WBGene00015560	C07A12.2	X	4544876	4545418	1	
WBGene00015561	C07A12.7	X	4517748	4521069	-1	
WBGene00015562	C07D8.2	X	7362082	7363663	1	
WBGene00015564	C07D8.5	X	7344047	7344551	1	
WBGene00015565	C07D8.6	X	7341509	7342780	1	
WBGene00015566	C07D10.1	II	7399012	7400540	1	
WBGene00015567	bath-44	II	7394765	7397351	1	BTB and MATH domain containing  [Source:UniProtKB/TrEMBL;Acc:Q17782]
WBGene00015568	sre-3	II	7387162	7389142	1	Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:Q17781]
WBGene00015569	C07D10.5	II	7381561	7383499	1	
WBGene00015570	C07F11.2	I	420922	423713	1	
WBGene00015572	C07G1.6	IV	8209158	8210400	-1	
WBGene00015573	C07G1.7	IV	8210954	8211828	-1	
WBGene00015574	irg-1	V	3523587	3524575	1	Infection Response protein  [Source:UniProtKB/TrEMBL;Acc:O16327]
WBGene00015575	srbc-35	V	3491361	3492598	-1	
WBGene00015576	C07G3.8	V	3498122	3501763	-1	
WBGene00015577	ugt-64	V	3503130	3506352	-1	UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:O16322]
WBGene00015578	C07G3.10	V	3502307	3503077	1	
WBGene00015579	C07H6.2	III	7521004	7521438	1	
WBGene00015580	cls-1	III	7508178	7515285	1	
WBGene00015581	C07H6.4	III	7499677	7503241	1	
WBGene00015582	C07H6.9	III	7498819	7499447	-1	
WBGene00015583	C08A9.3	X	17087882	17093299	-1	
WBGene00015586	C08A9.6	X	17094288	17096537	-1	
